,Unnamed: 0,drama,action,adventure,animation,crime,fantasy,music,musical,mystery,romance,science fiction,sport,thriller,war,western,family film
15060,18629,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15061,18630,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15062,18632,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15063,18634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15064,18635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15065,18636,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15066,18637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15067,18639,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
15068,18640,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15069,18641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15070,18642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15071,18643,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15072,18644,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15073,18646,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
15074,18647,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15075,18648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15076,18649,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15077,18650,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15078,18651,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15079,18652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15080,18653,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15081,18655,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15082,18657,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15083,18658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15084,18659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15085,18660,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15086,18661,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15087,18662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15088,18663,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15089,18664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15090,18667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15091,18668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15092,18669,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15093,18671,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15094,18672,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15095,18674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15096,18675,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15097,18676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15098,18677,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15099,18678,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15100,18679,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15101,18680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15102,18681,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15103,18682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15104,18683,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15105,18684,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15106,18685,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15107,18686,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15108,18687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15109,18688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15110,18689,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15111,18690,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15112,18691,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15113,18694,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
15114,18695,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
15115,18696,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15116,18697,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
15117,18698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15118,18700,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15119,18702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15120,18703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15121,18704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15122,18705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15123,18706,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
15124,18707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15125,18708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15126,18709,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15127,18710,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15128,18711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15129,18714,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
15130,18716,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15131,18717,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15132,18718,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15133,18720,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
15134,18721,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15135,18722,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
15136,18723,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15137,18725,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15138,18726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15139,18727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15140,18728,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15141,18729,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15142,18730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15143,18731,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15144,18733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15145,18734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15146,18735,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
15147,18737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15148,18738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15149,18740,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15150,18741,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15151,18742,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
15152,18744,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15153,18745,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15154,18746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15155,18747,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15156,18748,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15157,18749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15158,18750,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15159,18751,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
15160,18752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15161,18754,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15162,18756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15163,18757,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15164,18759,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15165,18760,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
15166,18762,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15167,18763,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
15168,18764,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15169,18765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15170,18766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15171,18767,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15172,18768,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15173,18770,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15174,18771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15175,18772,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15176,18773,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15177,18774,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15178,18775,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15179,18776,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15180,18777,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15181,18778,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15182,18779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15183,18780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15184,18781,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15185,18782,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15186,18783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15187,18784,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
15188,18787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15189,18788,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15190,18789,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15191,18790,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15192,18792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15193,18793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15194,18794,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
15195,18795,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15196,18796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15197,18797,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15198,18798,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15199,18799,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15200,18800,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15201,18801,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15202,18802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15203,18803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15204,18804,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15205,18806,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15206,18807,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15207,18808,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15208,18810,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15209,18811,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
15210,18812,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15211,18813,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
15212,18814,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15213,18816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15214,18817,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15215,18818,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15216,18820,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15217,18821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15218,18822,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15219,18824,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15220,18825,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15221,18826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15222,18827,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15223,18828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15224,18829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15225,18831,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15226,18832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15227,18833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15228,18834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15229,18835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15230,18836,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
15231,18837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15232,18838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15233,18839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15234,18840,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15235,18841,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15236,18842,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
15237,18843,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15238,18844,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15239,18846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15240,18847,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15241,18848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15242,18849,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15243,18850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15244,18851,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15245,18853,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
15246,18855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15247,18856,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15248,18857,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15249,18858,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15250,18859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15251,18860,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15252,18861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15253,18863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15254,18864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15255,18865,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15256,18866,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15257,18867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15258,18868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15259,18869,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15260,18870,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15261,18871,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
15262,18872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15263,18873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15264,18874,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15265,18876,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15266,18877,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15267,18878,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15268,18879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15269,18880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15270,18881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15271,18882,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15272,18883,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15273,18884,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15274,18885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15275,18886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15276,18887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15277,18888,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15278,18889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15279,18891,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15280,18892,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15281,18893,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
15282,18895,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15283,18897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15284,18898,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15285,18899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15286,18903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15287,18905,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15288,18907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15289,18908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15290,18909,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
15291,18910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15292,18911,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15293,18912,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15294,18913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15295,18914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15296,18915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15297,18916,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15298,18917,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15299,18918,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15300,18919,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15301,18920,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15302,18923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15303,18925,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15304,18926,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
15305,18927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15306,18930,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15307,18931,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15308,18932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15309,18934,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15310,18935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15311,18936,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15312,18938,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15313,18940,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
15314,18941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15315,18943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15316,18944,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15317,18945,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15318,18947,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15319,18949,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
15320,18950,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
15321,18952,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
15322,18953,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15323,18954,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
15324,18956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15325,18957,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15326,18959,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15327,18960,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15328,18961,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15329,18962,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15330,18963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15331,18964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15332,18965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15333,18966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15334,18967,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15335,18969,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15336,18970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15337,18971,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15338,18972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15339,18973,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15340,18974,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15341,18977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15342,18978,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
15343,18979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15344,18980,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
15345,18981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15346,18982,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15347,18983,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15348,18984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15349,18985,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15350,18987,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15351,18988,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15352,18989,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15353,18990,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15354,18991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15355,18992,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15356,18993,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15357,18995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15358,18996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15359,18997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15360,18998,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
15361,18999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15362,19000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15363,19001,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15364,19002,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
15365,19004,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
